Country,Year,Forest_Area_km2,Land_Area_km2,Forest_Cover_Pct,Annual_Deforestation_Rate,Annual_Afforestation_Rate,Total_Carbon_Stock_Tonnes,Primary_Driver_of_Change
Saint Kitts and Nevis,2007,111,261,42.86,0.9,0.13,1705356,None
Saint Kitts and Nevis,2008,111,261,42.54,0.75,0.02,1692860,Energy
Saint Kitts and Nevis,2009,111,261,42.58,0.19,0.28,1694361,None
Saint Kitts and Nevis,2010,110,261,42.49,0.54,0.33,1690662,None
Saint Kitts and Nevis,2011,111,261,42.68,0.47,0.92,1698383,None
Saint Kitts and Nevis,2012,112,261,43.06,0.05,0.94,1713519,None
Saint Kitts and Nevis,2013,111,261,42.57,1.17,0.03,1693911,None
Saint Kitts and Nevis,2014,110,261,42.16,1.4,0.42,1677420,None
Saint Kitts and Nevis,2015,110,261,42.15,0.25,0.23,1677076,None
Saint Kitts and Nevis,2016,110,261,42.36,0.1,0.6,1685448,Small-scale Agriculture
Saint Kitts and Nevis,2017,110,261,42.15,1.35,0.86,1677265,Fire
Saint Kitts and Nevis,2018,109,261,41.83,1.29,0.53,1664511,None
Saint Kitts and Nevis,2019,109,261,41.89,0.17,0.32,1667007,None
Saint Kitts and Nevis,2020,110,261,42.16,0.25,0.88,1677547,None
Saint Kitts and Nevis,2021,110,261,42.45,0.02,0.7,1688953,None
Saint Kitts and Nevis,2022,110,261,42.45,0.06,0.06,1688960,Urbanization
Saint Kitts and Nevis,2023,109,261,42.04,1.36,0.41,1672791,None
Saint Kitts and Nevis,2024,108,261,41.73,1.37,0.64,1660540,None
Saint Kitts and Nevis,2025,107,261,41.3,1.34,0.31,1643397,Energy
Marshall Islands,2000,92,181,51.31,0.0,0.0,1548648,Initial State
Marshall Islands,2001,92,181,51.14,1.27,0.95,1543676,None
Marshall Islands,2002,91,181,50.57,1.26,0.14,1526278,None
Marshall Islands,2003,90,181,50.01,1.1,0.0,1509561,Commercial Agriculture
Marshall Islands,2004,90,181,49.83,1.16,0.8,1504145,None
Marshall Islands,2005,90,181,49.81,0.07,0.03,1503527,None
Marshall Islands,2006,89,181,49.5,1.19,0.55,1493949,Infrastructure
Marshall Islands,2007,90,181,49.75,0.42,0.94,1501743,None
Marshall Islands,2008,89,181,49.46,0.64,0.04,1492750,Small-scale Agriculture
Marshall Islands,2009,89,181,49.18,1.22,0.67,1484537,None
Marshall Islands,2010,88,181,49.09,0.23,0.03,1481565,None
Marshall Islands,2011,88,181,48.71,1.46,0.7,1470346,None
Marshall Islands,2012,87,181,48.59,0.3,0.04,1466540,None
Marshall Islands,2013,88,181,48.63,0.38,0.46,1467782,None
Marshall Islands,2014,87,181,48.59,0.13,0.05,1466593,None
Marshall Islands,2015,87,181,48.58,0.55,0.53,1466338,None
Marshall Islands,2016,87,181,48.49,0.99,0.8,1463501,Fire
Marshall Islands,2017,87,181,48.16,0.85,0.18,1453691,None
Marshall Islands,2018,86,181,47.95,0.8,0.36,1447272,None
Marshall Islands,2019,86,181,47.76,0.65,0.25,1441538,Small-scale Agriculture
Marshall Islands,2020,86,181,47.52,0.85,0.33,1434150,None
Marshall Islands,2021,85,181,47.31,1.21,0.78,1427977,None
Marshall Islands,2022,86,181,47.58,0.24,0.81,1436067,None
Marshall Islands,2023,85,181,47.32,1.38,0.84,1428235,None
Marshall Islands,2024,85,181,47.08,0.66,0.15,1420923,None
Marshall Islands,2025,85,181,47.14,0.11,0.24,1422842,Energy
Liechtenstein,2000,32,160,20.57,0.0,0.0,192981,Initial State
Liechtenstein,2001,33,160,20.8,0.03,1.17,195167,None
Liechtenstein,2002,33,160,20.86,0.01,0.27,195672,Energy
Liechtenstein,2003,33,160,20.98,0.28,0.87,196825,Mining
Liechtenstein,2004,33,160,21.18,0.01,0.95,198667,None
Liechtenstein,2005,34,160,21.37,0.07,0.97,200447,None
Liechtenstein,2006,34,160,21.48,0.25,0.76,201482,None
Liechtenstein,2007,34,160,21.62,0.21,0.9,202859,None
Liechtenstein,2008,34,160,21.79,0.1,0.87,204425,None
Liechtenstein,2009,34,160,21.85,0.1,0.37,204989,None
Liechtenstein,2010,34,160,21.86,0.18,0.24,205100,None
Liechtenstein,2011,35,160,21.99,0.19,0.8,206337,None
Liechtenstein,2012,35,160,22.15,0.27,0.98,207801,None
Liechtenstein,2013,35,160,22.21,0.15,0.42,208372,Energy
Liechtenstein,2014,35,160,22.37,0.18,0.89,209846,None
Liechtenstein,2015,36,160,22.51,0.12,0.76,211190,None
Liechtenstein,2016,35,160,22.34,1.35,0.58,209564,Fire
Liechtenstein,2017,35,160,22.43,0.29,0.69,210401,None
Liechtenstein,2018,36,160,22.64,0.08,1.03,212410,None
Liechtenstein,2019,36,160,22.7,0.13,0.41,213002,None
Liechtenstein,2020,36,160,22.85,0.16,0.79,214356,None
Liechtenstein,2021,36,160,22.88,0.17,0.31,214661,None
Liechtenstein,2022,36,160,22.89,0.24,0.27,214714,None
Liechtenstein,2023,36,160,23.12,0.08,1.08,216867,None
Liechtenstein,2024,37,160,23.13,0.29,0.34,216981,None
Liechtenstein,2025,37,160,23.28,0.02,0.66,218377,None
San Marino,2000,27,61,45.33,0.0,0.0,182084,Initial State
San Marino,2001,27,61,45.63,0.2,0.86,183286,None
San Marino,2002,27,61,45.75,0.2,0.46,183764,None
San Marino,2003,28,61,45.96,0.27,0.75,184637,None
San Marino,2004,28,61,46.21,0.03,0.57,185638,None
San Marino,2005,28,61,46.46,0.19,0.71,186618,None
San Marino,2006,28,61,46.68,0.3,0.78,187526,None
San Marino,2007,28,61,46.69,0.27,0.28,187552,None
San Marino,2008,28,61,47.17,0.01,1.04,189480,None
San Marino,2009,28,61,47.32,0.18,0.49,190072,None
San Marino,2010,29,61,47.79,0.01,1.02,191990,Infrastructure
San Marino,2011,29,61,47.91,0.27,0.5,192443,Small-scale Agriculture
San Marino,2012,29,61,48.36,0.14,1.08,194259,None
San Marino,2013,29,61,48.83,0.15,1.13,196147,None
San Marino,2014,29,61,49.11,0.13,0.71,197273,None
San Marino,2015,30,61,49.29,0.01,0.37,197997,None
San Marino,2016,30,61,49.37,0.08,0.25,198328,None
San Marino,2017,30,61,49.45,0.14,0.29,198627,None
San Marino,2018,30,61,49.61,0.25,0.58,199277,Infrastructure
San Marino,2019,30,61,50.01,0.03,0.85,200909,Logging
San Marino,2020,30,61,50.29,0.15,0.7,202005,None
San Marino,2021,30,61,50.43,0.08,0.37,202576,None
San Marino,2022,30,61,50.7,0.17,0.7,203661,None
San Marino,2023,31,61,50.98,0.23,0.78,204787,None
San Marino,2024,31,61,51.18,0.28,0.68,205602,None
San Marino,2025,31,61,51.54,0.08,0.79,207056,None
Tuvalu,2000,4,26,18.25,0.0,0.0,88137,Initial State
Tuvalu,2001,4,26,18.3,0.18,0.43,88357,None
Tuvalu,2002,4,26,18.19,0.83,0.25,87841,None
Tuvalu,2003,4,26,18.16,1.01,0.81,87660,None
Tuvalu,2004,4,26,18.22,0.34,0.72,87992,None
Tuvalu,2005,4,26,18.09,1.17,0.46,87367,None
Tuvalu,2006,4,26,18.0,1.21,0.67,86896,None
Tuvalu,2007,4,26,17.92,0.45,0.05,86547,None
Tuvalu,2008,4,26,17.92,0.64,0.64,86549,None
Tuvalu,2009,4,26,17.92,0.57,0.55,86528,None
Tuvalu,2010,4,26,17.75,1.4,0.43,85685,None
Tuvalu,2011,4,26,17.64,0.77,0.15,85153,None
Tuvalu,2012,4,26,17.65,0.24,0.34,85238,None
Tuvalu,2013,4,26,17.77,0.25,0.93,85822,None
Tuvalu,2014,4,26,17.82,0.37,0.63,86043,None
Tuvalu,2015,4,26,17.67,0.82,0.0,85334,None
Tuvalu,2016,4,26,17.56,1.44,0.78,84769,None
Tuvalu,2017,4,26,17.57,0.61,0.7,84846,None
Tuvalu,2018,4,26,17.64,0.07,0.44,85156,None
Tuvalu,2019,4,26,17.56,0.6,0.15,84774,None
Tuvalu,2020,4,26,17.45,1.2,0.6,84271,Commercial Agriculture
Tuvalu,2021,4,26,17.3,0.94,0.06,83534,None
Tuvalu,2022,4,26,17.39,0.33,0.83,83951,None
Tuvalu,2023,4,26,17.32,1.14,0.72,83605,None
Tuvalu,2024,4,26,17.22,1.14,0.6,83157,None
Tuvalu,2025,4,26,17.11,1.5,0.87,82637,None
Nauru,2000,3,21,17.56,0.0,0.0,30234,Initial State
Nauru,2001,3,21,17.62,0.62,0.98,30343,Mining
Nauru,2002,3,21,17.62,0.49,0.51,30350,None
Nauru,2003,3,21,17.54,1.17,0.7,30207,None
Nauru,2004,3,21,17.61,0.55,0.96,30330,None
Nauru,2005,3,21,17.53,0.75,0.26,30183,None
Nauru,2006,3,21,17.53,0.65,0.65,30183,None
Nauru,2007,3,21,17.39,1.05,0.27,29949,None
Nauru,2008,3,21,17.43,0.63,0.85,30014,None
Nauru,2009,3,21,17.39,1.11,0.9,29949,None
Nauru,2010,3,21,17.46,0.11,0.52,30071,None
Nauru,2011,3,21,17.41,0.9,0.57,29974,None
Nauru,2012,3,21,17.49,0.07,0.54,30114,None
Nauru,2013,3,21,17.56,0.01,0.4,30231,None
Nauru,2014,3,21,17.56,0.23,0.27,30244,None
Nauru,2015,3,21,17.29,2.39,0.85,29779,Fire
Nauru,2016,3,21,17.29,0.94,0.92,29774,None
Nauru,2017,3,21,17.14,1.42,0.55,29513,None
Nauru,2018,3,21,17.14,0.81,0.8,29511,None
Nauru,2019,3,21,16.95,1.46,0.4,29196,None
Nauru,2020,3,21,17.0,0.67,0.93,29273,None
Nauru,2021,3,21,17.07,0.48,0.89,29395,Urbanization
Nauru,2022,3,21,17.09,0.89,0.98,29422,None
Nauru,2023,3,21,17.09,0.08,0.12,29434,Logging
Nauru,2024,3,21,17.19,0.1,0.69,29608,None
Nauru,2025,3,21,17.22,0.55,0.7,29652,None
Monaco,2000,0,2,40.84,0.0,0.0,8388,Initial State
Monaco,2001,0,2,40.87,0.21,0.26,8392,None
Monaco,2002,0,2,41.2,0.16,0.97,8460,None
Monaco,2003,0,2,41.38,0.06,0.51,8499,None
Monaco,2004,0,2,41.43,0.21,0.33,8508,None
Monaco,2005,0,2,41.63,0.08,0.57,8550,Energy
Monaco,2006,0,2,41.72,0.0,0.22,8569,None
Monaco,2007,0,2,42.07,0.17,1.01,8640,None
Monaco,2008,0,2,42.14,0.29,0.45,8654,Infrastructure
Monaco,2009,0,2,42.39,0.3,0.88,8705,None
Monaco,2010,0,2,42.72,0.27,1.06,8773,None
Monaco,2011,0,2,42.93,0.13,0.61,8815,None
Monaco,2012,0,2,43.02,0.13,0.36,8836,None
Monaco,2013,0,2,43.13,0.28,0.51,8857,None
Monaco,2014,0,2,43.34,0.15,0.64,8900,None
Monaco,2015,0,2,43.62,0.01,0.65,8957,None
Monaco,2016,0,2,43.85,0.63,1.16,9005,Commercial Agriculture
Monaco,2017,0,2,43.99,0.13,0.44,9033,None
Monaco,2018,0,2,44.22,0.08,0.6,9081,None
Monaco,2019,0,2,44.57,0.04,0.83,9153,None
Monaco,2020,0,2,44.74,0.1,0.49,9188,Urbanization
Monaco,2021,0,2,44.9,0.18,0.55,9222,None
Monaco,2022,0,2,45.41,0.0,1.13,9326,None
Monaco,2023,0,2,45.44,0.26,0.32,9332,Logging
Monaco,2024,0,2,45.76,0.29,1.0,9398,None
Monaco,2025,0,2,46.05,0.26,0.89,9457,None
Vatican City,2000,0,0,32.04,0.0,0.0,2319,Initial State
Vatican City,2001,0,0,32.15,0.03,0.38,2327,None
Vatican City,2002,0,0,32.32,0.03,0.57,2340,None
Vatican City,2003,0,0,32.65,0.15,1.16,2363,None
Vatican City,2004,0,0,32.66,0.56,0.59,2364,Commercial Agriculture
Vatican City,2005,0,0,32.9,0.03,0.79,2382,None
Vatican City,2006,0,0,33.08,0.15,0.69,2395,None
Vatican City,2007,0,0,33.16,0.06,0.28,2400,None
Vatican City,2008,0,0,33.25,0.26,0.56,2407,None
Vatican City,2009,0,0,33.54,0.27,1.13,2428,None
Vatican City,2010,0,0,33.83,0.04,0.92,2449,None
Vatican City,2011,0,0,34.03,0.26,0.84,2464,None
Vatican City,2012,0,0,33.68,1.34,0.31,2438,Fire
Vatican City,2013,0,0,33.98,0.07,0.96,2460,None
Vatican City,2014,0,0,34.14,0.07,0.55,2472,None
Vatican City,2015,0,0,34.43,0.12,0.95,2492,Urbanization
Vatican City,2016,0,0,34.61,0.29,0.84,2506,None
Vatican City,2017,0,0,34.83,0.08,0.71,2522,None
Vatican City,2018,0,0,35.08,0.04,0.76,2540,None
Vatican City,2019,0,0,35.41,0.15,1.08,2564,None
Vatican City,2020,0,0,35.74,0.23,1.15,2587,Infrastructure
Vatican City,2021,0,0,36.01,0.08,0.85,2607,None
Vatican City,2022,0,0,36.3,0.14,0.94,2628,None
Vatican City,2023,0,0,36.04,0.99,0.28,2609,Fire
Vatican City,2024,0,0,36.2,0.21,0.65,2621,None
Vatican City,2025,0,0,36.47,0.19,0.94,2640,None
Country_Gen_194,2000,9004,15592,57.75,0.0,0.0,128873907,Initial State
Country_Gen_194,2001,9014,15592,57.82,0.66,0.77,129016126,None
Country_Gen_194,2002,9007,15592,57.77,0.37,0.29,128914919,None
Country_Gen_194,2003,8951,15592,57.41,1.12,0.49,128107029,Infrastructure
Country_Gen_194,2004,8932,15592,57.29,1.03,0.82,127836562,None
Country_Gen_194,2005,8885,15592,56.99,0.54,0.01,127166323,None
Country_Gen_194,2006,8784,15592,56.34,1.2,0.07,125721064,None
Country_Gen_194,2007,8730,15592,55.99,1.44,0.83,124945177,None
Country_Gen_194,2008,8653,15592,55.5,1.07,0.19,123844875,None
Country_Gen_194,2009,8608,15592,55.21,1.49,0.98,123209934,None
Country_Gen_194,2010,8609,15592,55.22,0.82,0.83,123218828,None
Country_Gen_194,2011,8522,15592,54.66,1.34,0.33,121973419,None
Country_Gen_194,2012,8485,15592,54.42,0.47,0.04,121449476,None
Country_Gen_194,2013,8450,15592,54.2,1.05,0.63,120941042,Small-scale Agriculture
Country_Gen_194,2014,8393,15592,53.83,1.08,0.4,120119559,None
Country_Gen_194,2015,8432,15592,54.08,0.44,0.91,120681671,None
Country_Gen_194,2016,8402,15592,53.89,0.52,0.17,120256501,None
Country_Gen_194,2017,8367,15592,53.66,1.38,0.96,119750816,None
Country_Gen_194,2018,8382,15592,53.76,0.65,0.83,119965027,None
Country_Gen_194,2019,8246,15592,52.89,1.98,0.36,118020223,Fire
Country_Gen_194,2020,8157,15592,52.32,1.18,0.11,116755729,None
Country_Gen_194,2021,8152,15592,52.29,0.98,0.91,116674573,None
Country_Gen_194,2022,8165,15592,52.37,0.49,0.64,116856710,Energy
Country_Gen_194,2023,8089,15592,51.88,1.44,0.51,115771787,None
Country_Gen_194,2024,8054,15592,51.66,0.81,0.39,115277540,None
Country_Gen_194,2025,8063,15592,51.72,0.87,0.99,115410161,None
Country_Gen_195,2000,47939,98196,48.82,0.0,0.0,875956154,Initial State
Country_Gen_195,2001,48188,98196,49.07,0.47,0.99,880504398,None
Country_Gen_195,2002,48082,98196,48.97,1.06,0.84,878566627,Energy
Country_Gen_195,2003,47712,98196,48.59,1.02,0.25,871793474,None
Country_Gen_195,2004,47542,98196,48.42,1.22,0.86,868695245,None
Country_Gen_195,2005,47612,98196,48.49,0.82,0.96,869983006,None
Country_Gen_195,2006,47546,98196,48.42,0.27,0.13,868777272,None
Country_Gen_195,2007,47255,98196,48.12,0.84,0.23,863450199,None
Country_Gen_195,2008,46996,98196,47.86,0.79,0.24,858712332,None
Country_Gen_195,2009,46938,98196,47.8,0.23,0.11,857663134,None
Country_Gen_195,2010,46563,98196,47.42,0.83,0.03,850810596,None
Country_Gen_195,2011,46860,98196,47.72,0.24,0.88,856234175,None
Country_Gen_195,2012,47141,98196,48.01,0.27,0.87,861372045,None
Country_Gen_195,2013,46899,98196,47.76,1.07,0.56,856949991,None
Country_Gen_195,2014,46814,98196,47.67,0.23,0.04,855387606,Logging
Country_Gen_195,2015,47065,98196,47.93,0.35,0.89,859974491,Infrastructure
Country_Gen_195,2016,46727,98196,47.59,1.1,0.38,853800320,Commercial Agriculture
Country_Gen_195,2017,46663,98196,47.52,0.77,0.63,852644048,None
Country_Gen_195,2018,46645,98196,47.5,0.84,0.8,852306884,None
Country_Gen_195,2019,46331,98196,47.18,0.69,0.01,846559912,Mining
Country_Gen_195,2020,46188,98196,47.04,0.69,0.38,843948979,Commercial Agriculture
Country_Gen_195,2021,45660,98196,46.5,1.38,0.24,834315307,None
Country_Gen_195,2022,45321,98196,46.15,1.39,0.65,828110729,None
Country_Gen_195,2023,45490,98196,46.33,0.14,0.51,831204606,Energy
Country_Gen_195,2024,45654,98196,46.49,0.42,0.78,834207388,None
Country_Gen_195,2025,45339,98196,46.17,0.83,0.14,828436832,None
Country_Gen_196,2000,10677,33098,32.26,0.0,0.0,210736453,Initial State
Country_Gen_196,2001,10695,33098,32.32,0.03,0.2,211100074,None
Country_Gen_196,2002,10734,33098,32.43,0.3,0.66,211857201,None
Country_Gen_196,2003,10726,33098,32.41,0.27,0.2,211705809,None
Country_Gen_196,2004,10774,33098,32.55,0.09,0.53,212646413,None
Country_Gen_196,2005,10873,33098,32.85,0.11,1.03,214600830,None
Country_Gen_196,2006,10870,33098,32.84,0.27,0.25,214547183,None
Country_Gen_196,2007,10905,33098,32.95,0.27,0.59,215235154,None
Country_Gen_196,2008,11023,33098,33.3,0.02,1.1,217561818,None
Country_Gen_196,2009,11128,33098,33.62,0.11,1.07,219639436,None
Country_Gen_196,2010,11226,33098,33.92,0.21,1.09,221572248,None
Country_Gen_196,2011,11215,33098,33.89,0.3,0.2,221362917,None
Country_Gen_196,2012,11271,33098,34.06,0.1,0.6,222470378,None
Country_Gen_196,2013,11293,33098,34.12,0.28,0.47,222901536,None
Country_Gen_196,2014,11384,33098,34.4,0.01,0.82,224686247,None
Country_Gen_196,2015,11409,33098,34.47,0.17,0.39,225192378,None
Country_Gen_196,2016,11488,33098,34.71,0.06,0.75,226749977,None
Country_Gen_196,2017,11551,33098,34.9,0.22,0.76,227988867,None
Country_Gen_196,2018,11462,33098,34.63,1.43,0.66,226236687,Fire
Country_Gen_196,2019,11526,33098,34.82,0.17,0.72,227484939,None
Country_Gen_196,2020,11605,33098,35.06,0.04,0.73,229058865,None
Country_Gen_196,2021,11650,33098,35.2,0.59,0.98,229949032,Commercial Agriculture
Country_Gen_196,2022,11729,33098,35.44,0.11,0.79,231509938,Energy
Country_Gen_196,2023,11790,33098,35.62,0.25,0.77,232704227,None
Country_Gen_196,2024,11883,33098,35.9,0.01,0.79,234532669,Small-scale Agriculture
Country_Gen_196,2025,12006,33098,36.28,0.04,1.08,236970952,None
Country_Gen_197,2000,6005,19289,31.13,0.0,0.0,106526660,Initial State
Country_Gen_197,2001,5941,19289,30.8,1.25,0.19,105395908,Small-scale Agriculture
Country_Gen_197,2002,5892,19289,30.55,0.83,0.01,104522633,None
Country_Gen_197,2003,5834,19289,30.25,1.35,0.37,103499914,Small-scale Agriculture
Country_Gen_197,2004,5786,19289,30.0,1.18,0.36,102654422,None
Country_Gen_197,2005,5709,19289,29.6,1.46,0.12,101279079,None
Country_Gen_197,2006,5689,19289,29.49,0.44,0.09,100921503,None
Country_Gen_197,2007,5669,19289,29.39,0.74,0.39,100565818,Small-scale Agriculture
Country_Gen_197,2008,5698,19289,29.54,0.15,0.67,101087837,None
Country_Gen_197,2009,5667,19289,29.38,0.83,0.28,100530546,None
Country_Gen_197,2010,5669,19289,29.39,0.89,0.94,100578355,None
Country_Gen_197,2011,5662,19289,29.36,0.27,0.14,100444731,None
Country_Gen_197,2012,5666,19289,29.38,0.51,0.59,100524661,None
Country_Gen_197,2013,5647,19289,29.28,1.22,0.88,100185902,None
Country_Gen_197,2014,5666,19289,29.38,0.4,0.73,100514065,None
Country_Gen_197,2015,5701,19289,29.56,0.21,0.82,101134026,None
Country_Gen_197,2016,5703,19289,29.57,0.45,0.49,101173034,None
Country_Gen_197,2017,5720,19289,29.66,0.49,0.78,101470737,Logging
Country_Gen_197,2018,5758,19289,29.85,0.2,0.87,102152026,None
Country_Gen_197,2019,5791,19289,30.02,0.01,0.57,102728604,None
Country_Gen_197,2020,5822,19289,30.19,0.08,0.63,103291500,None
Country_Gen_197,2021,5781,19289,29.97,1.06,0.34,102550923,None
Country_Gen_197,2022,5785,19289,30.0,0.09,0.17,102635983,None
Country_Gen_197,2023,5811,19289,30.13,0.42,0.86,103087203,None
Country_Gen_197,2024,5820,19289,30.18,0.76,0.92,103252066,None
Country_Gen_197,2025,5794,19289,30.04,1.33,0.89,102790753,None
Country_Gen_198,2000,2033,14434,14.09,0.0,0.0,24976563,Initial State
Country_Gen_198,2001,2020,14434,14.0,0.78,0.16,24821963,None
Country_Gen_198,2002,2008,14434,13.92,0.68,0.09,24674441,None
Country_Gen_198,2003,2025,14434,14.03,0.12,0.94,24877657,None
Country_Gen_198,2004,2012,14434,13.95,1.4,0.77,24722146,Small-scale Agriculture
Country_Gen_198,2005,2017,14434,13.98,0.1,0.35,24784852,None
Country_Gen_198,2006,2015,14434,13.97,1.05,0.95,24759757,Urbanization
Country_Gen_198,2007,1998,14434,13.85,1.46,0.61,24548824,None
Country_Gen_198,2008,1974,14434,13.68,1.33,0.11,24249132,None
Country_Gen_198,2009,1967,14434,13.63,0.54,0.19,24163662,Commercial Agriculture
Country_Gen_198,2010,1949,14434,13.51,1.12,0.23,23948375,None
Country_Gen_198,2011,1927,14434,13.35,1.19,0.05,23675427,None
Country_Gen_198,2012,1922,14434,13.32,0.31,0.03,23610416,Infrastructure
Country_Gen_198,2013,1918,14434,13.29,0.89,0.68,23559878,Energy
Country_Gen_198,2014,1924,14434,13.33,0.39,0.7,23632581,None
Country_Gen_198,2015,1931,14434,13.38,0.14,0.5,23718866,None
Country_Gen_198,2016,1921,14434,13.31,0.85,0.33,23595571,None
Country_Gen_198,2017,1900,14434,13.17,1.22,0.14,23341415,None
Country_Gen_198,2018,1898,14434,13.15,0.71,0.59,23314641,None
Country_Gen_198,2019,1879,14434,13.02,1.4,0.41,23084519,Mining
Country_Gen_198,2020,1880,14434,13.03,0.43,0.47,23095245,Small-scale Agriculture
Country_Gen_198,2021,1868,14434,12.94,1.44,0.79,22945962,None
Country_Gen_198,2022,1872,14434,12.98,0.22,0.47,23004169,None
Country_Gen_198,2023,1851,14434,12.83,1.22,0.08,22742922,None
Country_Gen_198,2024,1832,14434,12.7,1.09,0.07,22510932,None
Country_Gen_198,2025,1837,14434,12.73,0.08,0.35,22572644,None
Country_Gen_199,2000,51741,98080,52.75,0.0,0.0,430833461,Initial State
Country_Gen_199,2001,52009,98080,53.03,0.45,0.97,433067905,None
Country_Gen_199,2002,51667,98080,52.68,1.1,0.44,430220813,None
Country_Gen_199,2003,51109,98080,52.11,1.32,0.24,425569293,None
Country_Gen_199,2004,51259,98080,52.26,0.24,0.53,426822073,None
Country_Gen_199,2005,51325,98080,52.33,0.42,0.55,427372193,Infrastructure
Country_Gen_199,2006,51279,98080,52.28,0.68,0.59,426992076,None
Country_Gen_199,2007,50855,98080,51.85,1.08,0.25,423456268,None
Country_Gen_199,2008,50538,98080,51.53,0.82,0.2,420821262,None
Country_Gen_199,2009,50805,98080,51.8,0.27,0.8,423037541,None
Country_Gen_199,2010,50518,98080,51.51,1.47,0.91,420649375,None
Country_Gen_199,2011,50751,98080,51.74,0.45,0.92,422589035,None
Country_Gen_199,2012,50522,98080,51.51,0.5,0.05,420687844,None
Country_Gen_199,2013,50175,98080,51.16,1.39,0.7,417799570,None
Country_Gen_199,2014,50003,98080,50.98,0.68,0.34,416364742,Infrastructure
Country_Gen_199,2015,50162,98080,51.14,0.25,0.56,417684543,None
Country_Gen_199,2016,50166,98080,51.15,0.02,0.03,417724273,None
Country_Gen_199,2017,49600,98080,50.57,1.45,0.32,413004429,Mining
Country_Gen_199,2018,49385,98080,50.35,1.1,0.67,411218015,None
Country_Gen_199,2019,48775,98080,49.73,1.34,0.1,406137005,Small-scale Agriculture
Country_Gen_199,2020,48681,98080,49.63,0.7,0.51,405357578,None
Country_Gen_199,2021,48526,98080,49.48,1.01,0.69,404065087,Mining
Country_Gen_199,2022,48228,98080,49.17,1.06,0.45,401584076,None
Country_Gen_199,2023,47815,98080,48.75,1.03,0.18,398146149,None
Country_Gen_199,2024,47818,98080,48.75,0.62,0.62,398169478,None
Country_Gen_199,2025,48029,98080,48.97,0.48,0.92,399922928,None
Country_Gen_200,2000,8455,12395,68.21,0.0,0.0,128847829,Initial State
Country_Gen_200,2001,8343,12395,67.31,1.5,0.18,127145256,None
Country_Gen_200,2002,8278,12395,66.79,1.68,0.9,126154219,None
Country_Gen_200,2003,8118,12395,65.5,1.94,0.01,123715944,None
Country_Gen_200,2004,8041,12395,64.88,1.64,0.7,122550431,Urbanization
Country_Gen_200,2005,8004,12395,64.58,0.68,0.21,121985740,None
Country_Gen_200,2006,8012,12395,64.64,0.78,0.88,122102480,None
Country_Gen_200,2007,7948,12395,64.13,1.49,0.69,121126791,None
Country_Gen_200,2008,7874,12395,63.53,1.55,0.62,119992314,Mining
Country_Gen_200,2009,7894,12395,63.69,0.58,0.83,120303638,Energy
Country_Gen_200,2010,7877,12395,63.55,1.06,0.84,120045334,None
Country_Gen_200,2011,7885,12395,63.62,0.83,0.93,120165548,None
Country_Gen_200,2012,7726,12395,62.33,2.39,0.37,117735302,Fire
Country_Gen_200,2013,7633,12395,61.59,1.25,0.05,116325524,None
Country_Gen_200,2014,7651,12395,61.73,0.44,0.68,116603133,None
Country_Gen_200,2015,7671,12395,61.89,0.46,0.72,116904336,None
Country_Gen_200,2016,7577,12395,61.13,1.35,0.12,115468279,None
Country_Gen_200,2017,7564,12395,61.03,0.2,0.03,115276149,None
Country_Gen_200,2018,7605,12395,61.36,0.08,0.61,115891286,None
Country_Gen_200,2019,7577,12395,61.13,0.43,0.07,115472378,None
Country_Gen_200,2020,7514,12395,60.63,0.92,0.09,114513707,None
Country_Gen_200,2021,7506,12395,60.56,0.98,0.88,114394759,None
Country_Gen_200,2022,7527,12395,60.73,0.27,0.55,114710251,None
Country_Gen_200,2023,7511,12395,60.6,1.13,0.91,114459883,None
Country_Gen_200,2024,7475,12395,60.31,0.52,0.05,113920099,None
Country_Gen_200,2025,7501,12395,60.52,0.06,0.41,114316545,None
Country_Gen_201,2000,38407,56302,68.22,0.0,0.0,199555238,Initial State
Country_Gen_201,2001,38021,56302,67.53,1.91,0.91,197547524,None
Country_Gen_201,2002,37932,56302,67.37,0.62,0.39,197087362,None
Country_Gen_201,2003,37885,56302,67.29,0.9,0.78,196844490,None
Country_Gen_201,2004,37320,56302,66.29,1.99,0.5,193905093,None
Country_Gen_201,2005,37392,56302,66.41,0.7,0.89,194279440,None
Country_Gen_201,2006,37410,56302,66.45,0.8,0.85,194375508,None
Country_Gen_201,2007,37199,56302,66.07,1.55,0.99,193277685,None
Country_Gen_201,2008,37144,56302,65.97,0.54,0.39,192991768,None
Country_Gen_201,2009,36849,56302,65.45,1.64,0.85,191459326,None
Country_Gen_201,2010,36900,56302,65.54,0.02,0.16,191724852,None
Country_Gen_201,2011,37072,56302,65.85,0.03,0.49,192619746,None
Country_Gen_201,2012,36944,56302,65.62,0.48,0.13,191952287,None
Country_Gen_201,2013,36952,56302,65.63,0.44,0.46,191997268,None
Country_Gen_201,2014,36860,56302,65.47,0.88,0.63,191518020,None
Country_Gen_201,2015,36829,56302,65.41,0.86,0.78,191356766,None
Country_Gen_201,2016,36679,56302,65.15,0.74,0.33,190574614,Commercial Agriculture
Country_Gen_201,2017,36284,56302,64.45,1.11,0.03,188523035,Infrastructure
Country_Gen_201,2018,35843,56302,63.66,1.26,0.05,186235098,None
Country_Gen_201,2019,35843,56302,63.66,0.96,0.96,186234422,None
